"horizon","coef_tight","se_tight","p_tight","ci_tight_lo","ci_tight_hi","coef_ease","se_ease","p_ease","ci_ease_lo","ci_ease_hi","asym_p","n_obs","fci_type","credit_type","fci_label","credit_label"
14,-10.8866013443626,4.51984471411991,0.0165777039228254,-18.3210843156401,-3.452118373085,4.24689580122898,6.56475257059997,0.518144911500343,-6.55116127456139,15.0449528770193,0.112689978788514,332,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
15,-9.93284391214604,4.72364763868101,0.0362672256557059,-17.7025528630712,-2.16313496122082,4.33704408689914,6.3545319527062,0.495410587736279,-6.11523084308866,14.7893190168869,0.132258428444716,331,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
16,-8.52391580742706,4.77241777712692,0.0750391404299276,-16.3738444974619,-0.673987117392171,4.141583022791,6.12579718383851,0.499475650721693,-5.93445669301488,14.2176227385969,0.171501178634559,330,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
17,-6.98086965948104,4.7118146246665,0.139448822245232,-14.7311150343867,0.76937571542464,3.92386546682114,5.76065165252884,0.496274113987953,-5.55156329744491,13.3992942310872,0.214994437363465,329,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
18,-5.40140923042996,4.55246373188301,0.236323880790895,-12.8895457113828,2.08672725052285,3.98311468142947,5.56632626303643,0.474783233084971,-5.17267726112123,13.1389066239802,0.263239008732762,328,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
19,-3.22395154602232,4.23783083670183,0.447372421518024,-10.1945629681781,3.74665987613347,3.41836927603718,5.5921627113459,0.541456039526268,-5.7799198422229,12.6166583942973,0.41496875783032,327,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
20,-1.74316359994667,4.3612335575862,0.68965285815111,-8.91675443512479,5.43042723523146,3.32490099196639,6.11742899320878,0.587162429186877,-6.73737427513116,13.3871762590639,0.569059248251559,326,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
21,-0.746778333263111,4.04189763562508,0.853537456360273,-7.39510831898761,5.90155165246139,3.53756649499276,6.36518775054064,0.57876662511967,-6.93223566271109,14.0073686526966,0.623500644715944,325,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
22,1.47351351184475,3.6581844054248,0.687371853462495,-4.54366437547554,7.49069139916504,1.6975669337511,6.85108030678757,0.804466911773624,-9.57145735740423,12.9665912249064,0.980005443003762,324,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
23,2.89071676476925,3.21506623028519,0.369286605188686,-2.39759658500453,8.17903011454304,0.945712782581318,7.09911944752614,0.894109104384687,-10.7312995888438,12.6227251540064,0.8238857940505,323,"FCI_COMP","USD","Comprehensive","USD (Dollarized)"
