state,horizon,state_value,state_sd_units,marginal_effect,se,ci_lower,ci_upper
contemporaneous,6,-34.2479010054951,-1.8,3.51358750468361,2.42576753634892,-0.476445025621052,7.50362003498827
contemporaneous,6,-32.3452398385231,-1.7,3.21469725036745,2.36898698691315,-0.68193958725749,7.11133408799239
contemporaneous,6,-30.4425786715512,-1.6,2.91580699605129,2.31417527651113,-0.890672600919471,6.72228659302204
contemporaneous,6,-28.5399175045792,-1.5,2.61691674173513,2.26147556678352,-1.10287954655089,6.33671303002114
contemporaneous,6,-26.6372563376073,-1.4,2.31802648741896,2.21103888034433,-1.31880883424613,5.95486180908406
contemporaneous,6,-24.7345951706353,-1.3,2.0191362331028,2.16302352833291,-1.53872086265695,5.57699332886256
contemporaneous,6,-22.8319340036634,-1.2,1.72024597878664,2.11759422466656,-1.76288656206764,5.20337851964092
contemporaneous,6,-20.9292728366914,-1.1,1.42135572447048,2.07492083681584,-1.99158533960324,4.83429678854419
contemporaneous,6,-19.0266116697195,-1,1.12246547015432,2.03517672948958,-2.22510235483385,4.47003329514249
contemporaneous,6,-17.1239505027475,-0.9,0.823575215838156,1.99853667065461,-2.4637250754836,4.11087550715992
contemporaneous,6,-15.2212893357756,-0.8,0.524684961521995,1.96517429001565,-2.70773909700204,3.75710902004603
contemporaneous,6,-13.3186281688036,-0.7,0.225794707205834,1.93525910896133,-2.95742325726009,3.40901267167176
contemporaneous,6,-11.4159670018317,-0.6,-0.0730955471103281,1.90895319743284,-3.21304413758834,3.06685304336769
contemporaneous,6,-9.51330583485974,-0.5,-0.371985801426489,1.88640755502418,-3.47485011021666,2.73087850736369
contemporaneous,6,-7.61064466788779,-0.4,-0.670876055742651,1.86775835691009,-3.74306516337514,2.40131305188984
contemporaneous,6,-5.70798350091584,-0.3,-0.969766310058812,1.85312324427024,-4.0178827995848,2.07835017946718
contemporaneous,6,-3.80532233394389,-0.2,-1.26865656437497,1.8425978670328,-4.29946034897692,1.76214722022697
contemporaneous,6,-1.90266116697195,-0.1,-1.56754681869114,1.8362528974041,-4.58791405698642,1.45282041960415
contemporaneous,6,0,0,-1.8664370730073,1.83413172082816,-4.88331528631823,1.15044114030364
contemporaneous,6,1.90266116697195,0.1,-2.16532732732346,1.83624897493862,-5.18568811373716,0.855033459090248
contemporaneous,6,3.8053223339439,0.2,-2.46421758163962,1.84259004910755,-5.49500850689887,0.566573343619627
contemporaneous,6,5.70798350091584,0.3,-2.76310783595578,1.85311158397685,-5.81120514600589,0.284989474094329
contemporaneous,6,7.6106446678878,0.4,-3.06199809027194,1.86774293165847,-6.13416182562336,0.0101656450794714
contemporaneous,6,9.51330583485974,0.5,-3.3608883445881,1.8863884640612,-6.46372125153858,-0.25805543763763
contemporaneous,6,11.4159670018317,0.6,-3.65977859890427,1.90893055882557,-6.79968995218701,-0.519867245621526
contemporaneous,6,13.3186281688036,0.7,-3.95866885322043,1.93523305624543,-7.1418439647821,-0.775493741658752
contemporaneous,6,15.2212893357756,0.8,-4.25755910753659,1.96514496870941,-7.4899349368037,-1.02518327826948
contemporaneous,6,17.1239505027475,0.9,-4.55644936185275,1.99850423482033,-7.84369630097484,-1.26920242273066
contemporaneous,6,19.0266116697195,1,-4.85533961616891,2.03514133849166,-8.20284922814579,-1.50783000419203
contemporaneous,6,20.9292728366914,1.1,-5.15422987048507,2.07488265238602,-8.56710812676091,-1.74135161420924
contemporaneous,6,22.8319340036634,1.2,-5.45312012480123,2.11755340834635,-8.93618552878318,-1.97005472081929
contemporaneous,6,24.7345951706353,1.3,-5.7520103791174,2.16298023932675,-9.30979627079836,-2.19422448743643
contemporaneous,6,26.6372563376073,1.4,-6.05090063343356,2.21099327378641,-9.68766093898644,-2.41414032788068
contemporaneous,6,28.5399175045792,1.5,-6.34979088774972,2.2614277923983,-10.0695085941649,-2.63007318133451
contemporaneous,6,30.4425786715512,1.6,-6.64868114206588,2.31412547763213,-10.4550788271699,-2.84228345696186
contemporaneous,6,32.3452398385231,1.7,-6.94757139638204,2.36893529981568,-10.8441232162972,-3.05101957646685
contemporaneous,6,34.2479010054951,1.8,-7.2464616506982,2.42571408984889,-11.2364062693334,-3.25651703206297
contemporaneous,6,36.150562172467,1.9,-7.54535190501437,2.48432685030816,-11.6317059352767,-3.45899787475207
contemporaneous,6,38.053223339439,2,-7.84424215933053,2.54464685469804,-12.0298137675913,-3.6586705510698
contemporaneous,12,-38.053223339439,-2,2.39720844643348,3.69524188892795,-3.68092357703267,8.47534046989962
contemporaneous,12,-36.150562172467,-1.9,1.9827834550965,3.59110649485869,-3.92406108774081,7.88962799793381
contemporaneous,12,-34.2479010054951,-1.8,1.56835846375952,3.48967559733829,-4.17164709940641,7.30836402692545
contemporaneous,12,-32.3452398385231,-1.7,1.15393347242255,3.39119188035918,-4.42408079167463,6.73194773651972
contemporaneous,12,-30.4425786715512,-1.6,0.739508481085569,3.29591954417629,-4.68179673529305,6.16081369746419
contemporaneous,12,-28.5399175045792,-1.5,0.32508348974859,3.20414506404846,-4.94526614013017,5.59543311962736
contemporaneous,12,-26.6372563376073,-1.4,-0.0893415015883869,3.1161775011643,-5.21499736660305,5.03631436342628
contemporaneous,12,-24.7345951706353,-1.3,-0.503766492925363,3.03234818640152,-5.49153540550762,4.48400241965689
contemporaneous,12,-22.8319340036634,-1.2,-0.918191484262341,2.95300956752534,-5.7754599818288,3.93907701330412
contemporaneous,12,-20.9292728366914,-1.1,-1.33261647559932,2.87853298847407,-6.06738190199035,3.40214895079171
contemporaneous,12,-19.0266116697195,-1,-1.74704146693629,2.80930516375211,-6.36793725474745,2.87385432087486
contemporaneous,12,-17.1239505027475,-0.9,-2.16146645827327,2.74572313206351,-6.6777791106525,2.35484619410595
contemporaneous,12,-15.2212893357756,-0.8,-2.57589144961025,2.68818753258151,-6.99756646250268,1.84578356328218
contemporaneous,12,-13.3186281688036,-0.7,-2.99031644094723,2.63709415459863,-7.32795032575131,1.34731744385686
contemporaneous,12,-11.4159670018317,-0.6,-3.4047414322842,2.59282387130778,-7.66955718105116,0.860074316482756
contemporaneous,12,-9.51330583485974,-0.5,-3.81916642362118,2.5557312754948,-8.02297028163211,0.384637434389746
contemporaneous,12,-7.61064466788779,-0.4,-4.23359141495816,2.52613256876488,-8.3887097328513,-0.0784730970650118
contemporaneous,12,-5.70798350091584,-0.3,-4.64801640629514,2.50429348018969,-8.76721262013608,-0.528820192454194
contemporaneous,12,-3.80532233394389,-0.2,-5.06244139763211,2.49041815612964,-9.15881473436775,-0.96606806089647
contemporaneous,12,-1.90266116697195,-0.1,-5.47686638896909,2.48464001967153,-9.56373553699458,-1.3899972409436
contemporaneous,12,0,0,-5.89129138030607,2.48701550856445,-9.98206785985286,-1.80051490075927
contemporaneous,12,1.90266116697195,0.1,-6.30571637164304,2.4975213572341,-10.4137734344783,-2.19765930880778
contemporaneous,12,3.8053223339439,0.2,-6.72014136298002,2.51605572222763,-10.8586847432981,-2.58159798266191
contemporaneous,12,5.70798350091584,0.3,-7.134566354317,2.54244302637875,-11.3165129875736,-2.95261972106044
contemporaneous,12,7.6106446678878,0.4,-7.54899134565398,2.5764419971975,-11.7868613093744,-3.31112138193357
contemporaneous,12,9.51330583485974,0.5,-7.96341633699095,2.61775607438466,-12.2692419104168,-3.6575907635651
contemporaneous,12,11.4159670018317,0.6,-8.37784132832793,2.66604520639581,-12.7630954556847,-3.99258720097119
contemporaneous,12,13.3186281688036,0.7,-8.7922663196649,2.72093805472083,-13.2678111476827,-4.31672149164706
contemporaneous,12,15.2212893357756,0.8,-9.20669131100188,2.78204375059479,-13.7827460645054,-4.63063655749838
contemporaneous,12,17.1239505027475,0.9,-9.62111630233886,2.84896255509485,-14.3072426941356,-4.93498991054216
contemporaneous,12,19.0266116697195,1,-10.0355412936758,2.92129500871707,-14.8406439841593,-5.23043860319233
contemporaneous,12,20.9292728366914,1.1,-10.4499662850128,2.99864937815203,-15.382305590622,-5.51762697940367
contemporaneous,12,22.8319340036634,1.2,-10.8643912763498,3.08064738906313,-15.9316053076089,-5.79717724509073
contemporaneous,12,24.7345951706353,1.3,-11.2788162676868,3.16692836292596,-16.487949871741,-6.06968266363251
contemporaneous,12,26.6372563376073,1.4,-11.6932412590237,3.25715195432789,-17.050779464632,-6.33570305341544
contemporaneous,12,28.5399175045792,1.5,-12.1076662503607,3.35099972079567,-17.6195702950248,-6.5957622056966
contemporaneous,12,30.4425786715512,1.6,-12.5220912416977,3.44817576139571,-18.1938356491956,-6.85034683419981
contemporaneous,12,32.3452398385231,1.7,-12.9365162330347,3.54840664407206,-18.7731257714353,-7.09990669463405
contemporaneous,12,34.2479010054951,1.8,-13.3509412243717,3.65144081417544,-19.3570268911668,-7.34485555757655
contemporaneous,12,36.150562172467,1.9,-13.7653662157086,3.75704764471669,-19.9451596607504,-7.5855727706669
contemporaneous,12,38.053223339439,2,-14.1797912070456,3.86501625707187,-20.5371772157167,-7.82240519837454
contemporaneous,18,-38.053223339439,-2,-0.840779402290835,3.36974522044344,-6.38351705003962,4.70195824545795
contemporaneous,18,-36.150562172467,-1.9,-1.13573057162953,3.25784527892077,-6.49440919470908,4.22294805145003
contemporaneous,18,-34.2479010054951,-1.8,-1.43068174096822,3.14910222277364,-6.61049395373839,3.74913047180195
contemporaneous,18,-32.3452398385231,-1.7,-1.72563291030691,3.04385441422157,-6.7323278834515,3.28106206283768
contemporaneous,18,-30.4425786715512,-1.6,-2.02058407964561,2.94247693582821,-6.86052793976369,2.81935978047248
contemporaneous,18,-28.5399175045792,-1.5,-2.3155352489843,2.84538350283271,-6.99577462368656,2.36470412571796
contemporaneous,18,-26.6372563376073,-1.4,-2.61048641832299,2.75302742011603,-7.13881355539769,1.91784071875171
contemporaneous,18,-24.7345951706353,-1.3,-2.90543758766168,2.66590108800674,-7.29045466136345,1.47957948604008
contemporaneous,18,-22.8319340036634,-1.2,-3.20038875700038,2.58453345568732,-7.45156798556508,1.05079047156433
contemporaneous,18,-20.9292728366914,-1.1,-3.49533992633907,2.50948474661736,-7.62307501359202,0.632395160913886
contemporaneous,18,-19.0266116697195,-1,-3.79029109567776,2.44133777688586,-7.80593439260211,0.225352201246586
contemporaneous,18,-17.1239505027475,-0.9,-4.08524226501645,2.38068530587338,-8.00112112501236,-0.169363405020545
contemporaneous,18,-15.2212893357756,-0.8,-4.38019343435515,2.32811315183768,-8.20959879610877,-0.550788072601522
contemporaneous,18,-13.3186281688036,-0.7,-4.67514460369384,2.28417930717453,-8.43228522170737,-0.918003985680306
