variant,param,h,b,se_bank,p_bank,p_wcb,se_dk,p_dk,n
sharp,shk_usd,18,1.81735435732427,0.860631967181093,0.0498223594327688,,2.62360398631499,0.488501696734771,16214
sharp,shk_usd_unh,18,-1.11976358225327,1.72736129920448,0.525482632514106,,1.46186650647345,0.443686950697082,16214
mid_dollarization,shk_usd,1,0.266811247511619,0.346833108424898,0.45118609833122,,0.395155728399505,0.499545331201431,14906
mid_dollarization,shk_usd_unh,1,0.38775371263094,0.49024257206063,0.438739752018746,,0.595733873527619,0.515121298952163,14906
mid_dollarization,shk_usd,2,0.542857964498253,0.418433833851,0.210040735107572,,0.483286057166147,0.261325270024288,14738
mid_dollarization,shk_usd_unh,2,0.664852312363569,0.740857595884604,0.380731697426314,,1.07995098613996,0.538137471076727,14738
mid_dollarization,shk_usd,3,0.851287409252752,0.531180351411016,0.125510378198143,,0.63525980834568,0.180225250367012,14568
mid_dollarization,shk_usd_unh,3,0.269178965883875,0.938839356632967,0.777434035866014,0.760760760760761,1.07402970100028,0.802103855409139,14568
mid_dollarization,shk_usd,4,1.01864404420187,0.55150186175346,0.0803758184110044,,0.925628680671562,0.271119184198994,14404
mid_dollarization,shk_usd_unh,4,-0.195199802485169,1.12712827174395,0.864338999873815,,1.12434227023586,0.862170056500469,14404
mid_dollarization,shk_usd,5,0.953223348199314,0.589155220505953,0.122154724257471,,1.23055234549574,0.438558044042042,14208
mid_dollarization,shk_usd_unh,5,-0.249801679934015,1.10271623370009,0.823206171050718,,1.47534020910916,0.865546504359158,14208
mid_dollarization,shk_usd,6,1.26527913383689,0.638886501393636,0.0623202282710364,,1.39617455953265,0.364805082771883,14010
mid_dollarization,shk_usd_unh,6,-0.864920285765365,1.20782150354028,0.482639306384863,0.46946946946947,1.72235415788315,0.615545616713836,14010
mid_dollarization,shk_usd,7,1.55083259828618,0.620360563038082,0.0217454951173941,,1.45076896879413,0.285081916144216,13830
mid_dollarization,shk_usd_unh,7,-0.409156755698571,1.48520452353085,0.785914736727743,,1.59780696098676,0.797893728721789,13830
mid_dollarization,shk_usd,8,1.70168078107179,0.714883935405715,0.0279211313638236,,1.66689188695269,0.307315789627173,13644
mid_dollarization,shk_usd_unh,8,-0.613551513484219,1.59618984142145,0.704961418733679,,1.18838562847184,0.60565193979313,13644
mid_dollarization,shk_usd,9,1.9388657034924,0.81814088695079,0.0291744730215662,,1.94965345803693,0.319995643935044,13456
mid_dollarization,shk_usd_unh,9,-1.32349780972775,1.63476331517592,0.42874556088188,,1.44954226838511,0.361218697387808,13456
mid_dollarization,shk_usd,10,2.38562548144574,1.02871440548806,0.0323554763768921,,2.09742174892383,0.255367524480969,13280
mid_dollarization,shk_usd_unh,10,-1.54519912601344,1.62923703425671,0.355476750227402,,1.64413913024219,0.347308559952387,13280
mid_dollarization,shk_usd,11,2.39034527395844,0.962618887755968,0.0231014747687001,,2.18236344081828,0.273384706299425,13108
mid_dollarization,shk_usd_unh,11,-1.24621694211748,1.68895898022379,0.470109846068632,,1.95601168291321,0.524045756798242,13108
mid_dollarization,shk_usd,12,2.47092461674331,0.955244340761633,0.0192009335666693,,2.49876169977208,0.322731815331513,12942
mid_dollarization,shk_usd_unh,12,-2.30900166345251,1.71185483407654,0.195086019977637,0.189189189189189,2.42675253632693,0.341361778447955,12942
mid_dollarization,shk_usd,13,2.34032142980802,0.757511857045787,0.00665272394907501,,2.5945296225638,0.36704546154739,12770
mid_dollarization,shk_usd_unh,13,-2.46151492232106,1.59803993734709,0.14188586484228,,2.2095664719563,0.265267950425459,12770
