horizon,fci_type,credit_measure,coef_pub,n_pub,coef_rep,n_rep,dcoef,dn
22,FCI_ENDO,Real_MN,-4.03788879866967,324,-4.03788879866967,324,4.44089209850063e-15,0
22,FCI_ENDO,Total,0.0245163041459899,324,0.024516304145999,324,9.09342046107042e-15,0
22,FCI_ENDO,USD,3.69262580551923,324,3.69262580551924,324,1.46549439250521e-14,0
22,FCI_EXO,Real_MN,-1.12896010395977,324,-1.12896010395977,324,2.88657986402541e-15,0
22,FCI_EXO,Total,-0.808050591027609,324,-0.808050591027615,324,5.55111512312578e-15,0
22,FCI_EXO,USD,-2.46619977692318,324,-2.46619977692318,324,1.77635683940025e-15,0
23,FCI_COMP,Real_MN,-3.25693090962998,323,-3.25693090962996,323,2.39808173319034e-14,0
23,FCI_COMP,Total,-0.313002233132228,323,-0.313002233132231,323,3.1641356201817e-15,0
23,FCI_COMP,USD,1.38660366784054,323,1.38660366784055,323,7.54951656745106e-15,0
23,FCI_ENDO,Real_MN,-3.90933741969656,323,-3.90933741969659,323,3.33066907387547e-14,0
23,FCI_ENDO,Total,-0.248014670655437,323,-0.248014670655443,323,6.0507154842071e-15,0
23,FCI_ENDO,USD,3.34204856648296,323,3.34204856648299,323,2.8421709430404e-14,0
23,FCI_EXO,Real_MN,-0.30892363115936,323,-0.308923631159367,323,6.55031584528842e-15,0
23,FCI_EXO,Total,0.108603038528567,323,0.108603038528557,323,1.01585406753202e-14,0
23,FCI_EXO,USD,-0.784887712440582,323,-0.784887712440588,323,6.10622663543836e-15,0
24,FCI_COMP,Real_MN,-3.00779516779056,322,-3.00779516779057,322,4.88498130835069e-15,0
24,FCI_COMP,Total,-0.159731522181859,322,-0.159731522181874,322,1.46826995006677e-14,0
24,FCI_COMP,USD,2.66430159368289,322,2.66430159368289,322,4.88498130835069e-15,0
24,FCI_ENDO,Real_MN,-3.73113804832984,322,-3.7311380483298,322,4.2188474935756e-14,0
24,FCI_ENDO,Total,-0.358637145918204,322,-0.358637145918178,322,2.55906407176099e-14,0
24,FCI_ENDO,USD,3.68839288084354,322,3.68839288084357,322,3.37507799486048e-14,0
24,FCI_EXO,Real_MN,0.0597310505883296,322,0.0597310505883302,322,5.62050406216486e-16,0
24,FCI_EXO,Total,0.330726040220472,322,0.330726040220469,322,3.27515792264421e-15,0
24,FCI_EXO,USD,0.334261464008838,322,0.334261464008834,322,3.88578058618805e-15,0
