"horizon","coef_fci_low","se_fci_low","p_fci_low","ci_fci_low_lo","ci_fci_low_hi","coef_fci_high","se_fci_high","ci_fci_high_lo","ci_fci_high_hi","coef_interact","se_interact","p_interact","n_obs","target_var","stance_type","stance_label"
15,-7.03716387501929,3.04680484157184,0.0215338426946999,-12.048711869292,-2.02561588074655,-11.7768293806398,3.04393860077998,-16.7836628283503,-6.76999593292923,-4.73966550562047,3.26171669271079,0.147158288738911,331,"Credit_yoy","TPM_binary","Binary (> median)"
16,-5.97777950126582,3.09615053059334,0.0543935169736159,-11.0704939311,-0.885065071431642,-10.8540058522602,3.10424093446614,-15.9600278122481,-5.74798389227236,-4.87622635099439,3.43104466060781,0.156221171576654,330,"Credit_yoy","TPM_binary","Binary (> median)"
17,-5.14622370215262,3.10422985327065,0.0983296460064124,-10.2522274351959,-0.0402199691093639,-10.0068175378887,3.31893492098906,-15.4659796802935,-4.54765539548399,-4.86059383573612,3.64267685286819,0.183033101790117,329,"Credit_yoy","TPM_binary","Binary (> median)"
18,-4.46417006956246,3.25206204262064,0.170797726766668,-9.81333611543823,0.884995976313303,-9.44595378987811,3.66268168835855,-15.4705290493434,-3.42137853041281,-4.98178372031565,3.83042614509433,0.194334457512382,328,"Credit_yoy","TPM_binary","Binary (> median)"
19,-3.9441310899207,3.21870442364415,0.2213337855331,-9.23842873523653,1.35016655539512,-9.07552023297654,3.77893887832626,-15.2913215530194,-2.85971891293367,-5.13138914305584,3.89738794923501,0.188907328759845,327,"Credit_yoy","TPM_binary","Binary (> median)"
20,-3.36638020379706,3.3568123120846,0.316693190008401,-8.88784511032476,2.15508470273065,-8.53019500092068,3.93916623531659,-15.0095468702459,-2.05084313159542,-5.16381479712363,3.89403076914567,0.185760325991791,326,"Credit_yoy","TPM_binary","Binary (> median)"
21,-2.64492054669092,3.19950746744039,0.409046849734383,-7.90764200896857,2.61780091558673,-7.95936076183776,3.65913110428267,-13.978095830208,-1.94062569346747,-5.31444021514684,3.81981666266399,0.165112646769269,325,"Credit_yoy","TPM_binary","Binary (> median)"
22,-1.3036310894008,3.32283264561128,0.695081570410735,-6.76920441828727,4.16194223948567,-6.65267098336971,3.3127178357942,-12.1016069306426,-1.20373503609679,-5.34903989396891,3.77777171573551,0.157779360700806,324,"Credit_yoy","TPM_binary","Binary (> median)"
23,-0.350226298439206,3.48789758246366,0.92008102650905,-6.08730728738983,5.38685469051142,-5.69311186241625,2.86546894461152,-10.4063888488773,-0.979834875955179,-5.34288556397704,3.71546159085546,0.151419668705812,323,"Credit_yoy","TPM_binary","Binary (> median)"
24,0.53722435706529,3.33779519487676,0.872234487742539,-4.95296017524894,6.02740888937952,-4.66799668460324,2.33183988147169,-8.50353197111205,-0.832461398094438,-5.20522104166853,3.62975903325196,0.152552661215094,322,"Credit_yoy","TPM_binary","Binary (> median)"
