"shock","response","horizon","irf_val","lower","upper"
"DXY","IMAEP_yoy",8,-0.378688990493028,-0.52813033963558,-0.047495465506642
"DXY","IMAEP_yoy",9,-0.383544733143033,-0.513112794324338,-0.0519890049094291
"DXY","IMAEP_yoy",10,-0.382005553433293,-0.498137730740532,-0.0496287286070847
"DXY","IMAEP_yoy",11,-0.375290373204382,-0.470134357841046,-0.0514105863132021
"DXY","IMAEP_yoy",12,-0.364544247904472,-0.444071531387502,-0.0465882831053337
"DXY","IMAEP_yoy",13,-0.350793463186927,-0.428922492667554,-0.0309989055985936
"DXY","IMAEP_yoy",14,-0.334925057770386,-0.394219450418097,-0.0194327003783322
"DXY","IMAEP_yoy",15,-0.317686815942801,-0.36621579940318,-0.0106871085011938
"DXY","IMAEP_yoy",16,-0.299696874195859,-0.337735054435331,0.00677041216909007
"DXY","IMAEP_yoy",17,-0.281457549736459,-0.313856682586786,0.0172676153237597
"DXY","IMAEP_yoy",18,-0.263369995820155,-0.291245821254059,0.0322458570662865
"DXY","IMAEP_yoy",19,-0.245748221776096,-0.276606001161525,0.0523790071989422
"DXY","IMAEP_yoy",20,-0.228831849637262,-0.258269051597924,0.0650257000520772
"DXY","IMAEP_yoy",21,-0.212797452801643,-0.246044649094029,0.0753042666543114
"DXY","IMAEP_yoy",22,-0.19776851736527,-0.23507730260465,0.0825677740138552
"DXY","IMAEP_yoy",23,-0.183824148469376,-0.223570615723534,0.0904306939682891
"DXY","IMAEP_yoy",24,-0.171006662965403,-0.213357775166402,0.0959752260545273
"DXY","IPC_yoy",0,-0.073441741621382,-0.167398156569003,0.0267457709155841
"DXY","IPC_yoy",1,-0.115786584692891,-0.260538048565075,0.0513920797634197
"DXY","IPC_yoy",2,-0.052644365923652,-0.20758899765224,0.149481232555122
"DXY","IPC_yoy",3,0.022853247970102,-0.131529984088753,0.243888334759589
"DXY","IPC_yoy",4,0.0850230859252889,-0.0866292281378758,0.308884463375323
"DXY","IPC_yoy",5,0.12922801880287,-0.0414157279766122,0.348928080962057
"DXY","IPC_yoy",6,0.159332911116715,-0.0304201543553548,0.370795055176068
"DXY","IPC_yoy",7,0.178400462365784,-0.0290003344518629,0.382275100285809
"DXY","IPC_yoy",8,0.189185207192514,-0.0243358969904256,0.381492642197377
"DXY","IPC_yoy",9,0.193812477719549,-0.0309618060253527,0.37203661330286
"DXY","IPC_yoy",10,0.193957579450255,-0.0375185685660002,0.364964039000806
"DXY","IPC_yoy",11,0.190902074767512,-0.044750507434402,0.347584435451274
"DXY","IPC_yoy",12,0.18563533849846,-0.0526253647533695,0.333132305717077
"DXY","IPC_yoy",13,0.178921378002056,-0.0616649902642753,0.315293515160185
"DXY","IPC_yoy",14,0.171351480654611,-0.0600935830881563,0.290252675604946
"DXY","IPC_yoy",15,0.163381041894984,-0.0705914171746446,0.272041044371158
"DXY","IPC_yoy",16,0.15535736316908,-0.0737629000743071,0.256010570643334
"DXY","IPC_yoy",17,0.147540748036866,-0.0738437404168136,0.243198549861057
"DXY","IPC_yoy",18,0.140121122831705,-0.0762365004400049,0.231630258641099
"DXY","IPC_yoy",19,0.133231372611715,-0.0781795561112128,0.224671081046679
"DXY","IPC_yoy",20,0.126958250069054,-0.0804395957355933,0.214847282877472
"DXY","IPC_yoy",21,0.121351404732586,-0.0795067843468573,0.206025696737184
"DXY","IPC_yoy",22,0.116430921714304,-0.0784659843298031,0.199290350630372
"DXY","IPC_yoy",23,0.1121936472047,-0.0750825422800835,0.192758797278442
"DXY","IPC_yoy",24,0.108618508449928,-0.0759636286923562,0.183619989405207
"US_10Y","FCI_ENDO_AVG",0,-0.00397459004860578,-0.0171649748607757,0.0109310048869665
