"fecha","FCI_COMP_AVG","crisis_indicator","FCI_high","FCI_low"
2022-10-01,0.779837650267089,0,0,0.779837650267089
2022-11-01,0.519742536495895,0,0,0.519742536495895
2022-12-01,0.201370876314387,0,0,0.201370876314387
2023-01-01,0.345267402240836,0,0,0.345267402240836
2023-02-01,0.790262916070675,0,0,0.790262916070675
2023-03-01,0.789460832950356,0,0,0.789460832950356
2023-04-01,0.664786299314613,0,0,0.664786299314613
2023-05-01,1.03960002841451,1,1.03960002841451,0
2023-06-01,0.723017896103741,0,0,0.723017896103741
2023-07-01,0.550363411311598,0,0,0.550363411311598
2023-08-01,0.620354395965955,0,0,0.620354395965955
2023-09-01,0.473893568198582,0,0,0.473893568198582
2023-10-01,0.563418299690869,0,0,0.563418299690869
2023-11-01,0.532419544230316,0,0,0.532419544230316
2023-12-01,-0.0415169187108942,0,0,-0.0415169187108942
2024-01-01,0.238163588009641,0,0,0.238163588009641
2024-02-01,0.113651022080156,0,0,0.113651022080156
2024-03-01,-0.0546302549699245,0,0,-0.0546302549699245
2024-04-01,-0.365273217451325,0,0,-0.365273217451325
2024-05-01,-0.40442764980133,0,0,-0.40442764980133
2024-06-01,-0.654611648691494,0,0,-0.654611648691494
2024-07-01,-0.670300450270119,0,0,-0.670300450270119
2024-08-01,-0.835997690291172,0,0,-0.835997690291172
2024-09-01,-0.92618550970065,0,0,-0.92618550970065
2024-10-01,-1.00432034980704,0,0,-1.00432034980704
2024-11-01,-1.00600889361818,0,0,-1.00600889361818
2024-12-01,-1.38522371367462,0,0,-1.38522371367462
2025-01-01,-1.1204007138212,0,0,-1.1204007138212
2025-02-01,-1.16251082878624,0,0,-1.16251082878624
2025-03-01,-1.09805316889786,0,0,-1.09805316889786
2025-04-01,-0.733830330954324,0,0,-0.733830330954324
2025-05-01,-0.76841345185455,0,0,-0.76841345185455
2025-06-01,-0.921472800902525,0,0,-0.921472800902525
2025-07-01,-0.803069504202893,0,0,-0.803069504202893
2025-08-01,-1.02730793691485,0,0,-1.02730793691485
2025-09-01,-0.963479084009746,0,0,-0.963479084009746
2025-10-01,-0.860771926106608,0,0,-0.860771926106608
2025-11-01,-0.837833362956394,0,0,-0.837833362956394
2025-12-01,-1.28333235878273,0,0,-1.28333235878273
