"proxy","response","horizon","irf_point","ci_lower","ci_upper","n_boot_valid"
"DXY","IMAEP_yoy",23,-0.0257621782219126,-0.535992386056352,0.638254158095685,500
"DXY","IMAEP_yoy",24,-0.025640948894247,-0.551315473566866,0.581839261213252,500
"DXY","IPC_yoy",0,-0.363440379249841,-7.61447893879301,7.72910422184663,500
"DXY","IPC_yoy",1,-0.40397008682981,-9.05557540041982,8.47880974294525,500
"DXY","IPC_yoy",2,-0.375511322715484,-8.90396246390732,7.9990421400383,500
"DXY","IPC_yoy",3,-0.345132319982377,-8.34401413977822,7.33737706450973,500
"DXY","IPC_yoy",4,-0.314091753765491,-7.60862833917656,6.73845923704136,500
"DXY","IPC_yoy",5,-0.284644849026116,-6.89157178782679,6.09503072932177,500
"DXY","IPC_yoy",6,-0.257499777915365,-6.22255184933809,5.56606759697295,500
"DXY","IPC_yoy",7,-0.232785719351815,-5.60057226220011,5.05753069134809,500
"DXY","IPC_yoy",8,-0.210457761335309,-5.18479143636856,4.52849317660291,500
"DXY","IPC_yoy",9,-0.19040387201952,-4.54760216131564,4.03733027707394,500
"DXY","IPC_yoy",10,-0.172483237588197,-4.06257197019747,3.63581988995564,500
"DXY","IPC_yoy",11,-0.156543106193558,-3.64519757050309,3.24554319415586,500
"DXY","IPC_yoy",12,-0.142427434669844,-3.47100658565346,2.94123962137713,500
"DXY","IPC_yoy",13,-0.129981929351297,-2.92859481000999,2.67880845455093,500
"DXY","IPC_yoy",14,-0.11905715771851,-2.61359834665465,2.44014120697284,500
"DXY","IPC_yoy",15,-0.109510469514246,-2.24224806148177,2.17885470915976,500
"DXY","IPC_yoy",16,-0.1012071270826,-1.99780003712101,1.86288807130263,500
"DXY","IPC_yoy",17,-0.0940208948087769,-1.8165738784159,1.6591923682149,500
"DXY","IPC_yoy",18,-0.0878342565360889,-1.59814658571263,1.51000676768234,500
"DXY","IPC_yoy",19,-0.0825383791295984,-1.39140104722219,1.3542223766865,500
"DXY","IPC_yoy",20,-0.0780329059404189,-1.22774763782805,1.19634057923602,500
"DXY","IPC_yoy",21,-0.074225639691708,-1.07566249667413,1.05629284444587,500
"DXY","IPC_yoy",22,-0.0710321569876272,-0.96180060657982,1.01333024735096,500
"DXY","IPC_yoy",23,-0.0683753842023602,-0.850410057146293,0.817530280000047,500
"DXY","IPC_yoy",24,-0.0661851555557527,-0.758663845309718,0.711334331675154,500
"VIX","FCI_ENDO_exCredit_AVG",0,0.166790902461368,-0.166782735545419,0.166788759622523,500
"VIX","FCI_ENDO_exCredit_AVG",1,0.174332363435201,-0.215167994205425,0.231728883673045,500
"VIX","FCI_ENDO_exCredit_AVG",2,0.181644144477633,-0.27982647524078,0.291820588942827,500
"VIX","FCI_ENDO_exCredit_AVG",3,0.186734073545593,-0.350924687975877,0.342761614899878,500
"VIX","FCI_ENDO_exCredit_AVG",4,0.190200771235168,-0.447191443556643,0.397083634297183,500
"VIX","FCI_ENDO_exCredit_AVG",5,0.192567154965561,-0.53802128934443,0.487896960615865,500
"VIX","FCI_ENDO_exCredit_AVG",6,0.194039634586699,-0.558490025294436,0.572785838180563,500
"VIX","FCI_ENDO_exCredit_AVG",7,0.194732427873037,-0.597640208171495,0.649543858559037,500
"VIX","FCI_ENDO_exCredit_AVG",8,0.194728341820081,-0.543605363983823,0.686256091712047,500
"VIX","FCI_ENDO_exCredit_AVG",9,0.194094695242719,-0.567563742168684,0.738807571064576,500
"VIX","FCI_ENDO_exCredit_AVG",10,0.192889629638509,-0.630584396422543,0.788739516987374,500
